Mixture	Endothelial	CAFs	PVL	B-cells	T-cells	Myeloid	Normal Epithelial	Plasmablasts	Cancer Epithelial	P-value	Correlation	RMSE	Absolute score (sig.score)
TCGA-BH-A0E0	0.747416971421445	0.212831348929537	0.551425397261643	0	0	0.333866436024962	2.90998367873864	0.0375846022306406	2.6843135943432	0.02	0.0601859834071434	1.10503704719254	7.47742202895007
TCGA-BH-A0E6	0.636288602999755	1.47863824216185	0.766023823902626	0.222042415824186	0	0.011993205398389	3.12255287425497	0.671601384980359	0.988608124531846	0	0.660731714413486	0.754926880688927	7.89774867405398
TCGA-BH-A0RX	0.985823970176257	1.70927710685446	0.944444983779575	0	0.016793094946043	0.737824381095441	2.54689685097923	0.953274407130919	0.880964026560806	0	0.60250132049963	0.799333911253811	8.77529882152273
TCGA-BH-A0WA	0.441038789064203	1.33704985754796	1.37338814629385	0	0	0.167060906879557	3.56524396746385	0.31820514423378	1.14843365100668	0	0.364812122204265	0.965040992272252	8.35042046248988
TCGA-BH-A18G	0.432582907866879	1.72185873410163	0.262380310382608	0	0	0.297355190536707	4.89087719847217	0.357192891415982	1.97367913173532	0	0.554418958154224	0.833511293473824	9.9359263645113
TCGA-BH-A18Q	0.661354071203555	0.676926842414651	0.617527355833851	0	0	0.206316262883894	4.38687801587688	0.294052080639451	0.822218662161321	0	0.343455920899909	0.973860706558967	7.6652732910136
TCGA-BH-A18T	0.267567754710448	0.441827794536404	0.0234753414355909	0	0	0.167428620005406	4.17757144083396	0.0884593191971864	2.13937941766016	0	0.30895785037929	0.995352381659237	7.30570968837915
TCGA-BH-A18V	0.412673860803933	1.58648134477829	0.695122718237987	0	0.145006433818528	0.690653347551499	3.43072894498357	0.0292626556285458	1.64092617076827	0	0.495150468983117	0.873698490357643	8.63085547657063
TCGA-BH-A1F0	1.69513166333303	2.07079800460331	0.251393286315774	0.0253093896064789	0	1.50974649683467	1.50413488426883	0.732178665721298	0.486230249021337	0	0.503542125038389	0.869113282452682	8.27492263970473
TCGA-BH-A1F6	0.433999820943799	1.60617063506989	0.316274167357989	0	0	1.00821760449343	1.97299961103047	0.783264762021763	1.38679390132706	0	0.369240978092717	0.945458179770268	7.5077205022444
TCGA-BH-A1FC	0.13618999023727	0.697202503970156	0.138294722413585	0	0.0307615532345557	0.828440725349215	1.24509127034029	2.2484028725994	1.23346564212275	0	0.274719389512027	0.970070015760985	6.55784928026723
TCGA-BH-A5IZ	0.375167971422197	1.1813356780515	0.263875080784349	0	0	0.451805433162412	2.83176865444738	0.132921574835012	2.47853695578128	0	0.319685199826817	0.9766890069936	7.71541134848413
TCGA-C8-A12K	0.350826228952477	1.0443752730144	0.278116695897703	0	0.207082126626642	2.49854191553209	1.95320247412409	0.367919413816917	0.857330023521924	0	0.342666777284161	0.961772388394413	7.55739415148625
TCGA-C8-A12V	0.52624266627575	0.735344930719224	0.395795054044352	0	0.791980449114455	2.15514803168759	1.55770441263865	1.17317341835455	0.325542068421601	0	0.326183078102062	0.956959843602572	7.66093103125616
TCGA-C8-A131	0.785418105415488	2.32695073873965	0.820516872606071	0	0	0.266680719492757	3.43946207180233	0.455600414790866	1.73991343680416	0	0.368700575469213	0.96269533036992	9.83454235965132
TCGA-C8-A134	0.921581828046112	0.569041281191371	0.917456466100899	0	0	0.835764552237324	2.54534510780252	0.0201621805465743	1.63497544150212	0	0.345398082720917	0.95638160867938	7.44432685742693
TCGA-C8-A1HJ	1.04420917220914	1.28984288813981	0.272941972144813	0	0	0	1.60515160490502	0.471543266630909	2.35272701037186	0	0.314410306808088	0.977247796509877	7.03641591440155
TCGA-C8-A27B	0.448755486426824	0.608685533618682	0	0	0	1.29134296512361	2.80522342305277	0.411308437518794	1.87740062139705	0	0.202332873898057	1.02340574877086	7.44271646713773
TCGA-D8-A142	1.19617834181938	2.4004583246116	0.796872238614462	0	0	0.407086946865526	3.44279023011042	1.05850603004616	0.752734560235271	0	0.359204879923855	0.965814097767719	10.0546266723028
TCGA-D8-A143	0.949668761098606	0.551380505159334	0.0955523351894392	0	0	0	3.15992354878611	0.98390007375439	1.60386181195238	0	0.260612088274825	0.995219579064927	7.34428703594025
TCGA-D8-A147	0.221806940450245	1.67873441428779	0.164498791075044	0	0	0.563361952330415	3.67958145119974	0	0.956356547808216	0	0.445760760027939	0.918844364632999	7.26434009715144
TCGA-D8-A1JK	0.991995371125729	3.0862397452519	0.684805418019057	0	0	1.24213587901732	2.02313328493539	0.764221857758443	0.969116836125371	0	0.371679123013316	0.974198201216265	9.7616483922332
TCGA-D8-A1JL	0.886415995173136	2.79527589230862	0.0789470387262381	0	0	1.37917815336413	2.25798553285257	0.430744537079537	1.00045077704799	0	0.51167044071329	0.871896352624992	8.82899792655222
TCGA-D8-A1JM	0.528971221552436	0	0.462511593819859	0	0.173297198573067	0.126877797262938	2.71733168067942	0.125830548894622	3.33983751381707	0	0.192417788568202	1.04161615885918	7.47465755459942
TCGA-D8-A1XK	0.240787658517807	0.578398051813279	0.16809901900043	0	0.0279483495355483	1.13616033112778	1.43238111808719	0.851790231105253	2.54663351080827	0	0.19557703696187	1.01693445567094	6.98219826999555
TCGA-D8-A1XQ	0.450665106941667	1.50355526003154	0.328051356977512	0	0	1.61998765327806	1.51146125604964	1.54082596465665	0.853288137372962	0	0.350226022135567	0.95000627696277	7.80783473530803
TCGA-D8-A27F	0.754720989348223	2.24891447243242	0.651040968283509	0	0	0.0436553371230377	2.73989609078338	0.559053109028903	1.49419587710158	0	0.326289923279379	0.995041891772841	8.49147684410105
TCGA-D8-A27H	1.18885117833977	4.15876429843344	1.10092158268006	0	0	0.0899227802281797	2.26443446475501	0.558474307929521	1.01533651249335	0	0.375170549053333	1.02043042145273	10.3767051248593
TCGA-D8-A27M	0.88465040518503	2.34139933351499	0.517124084857824	0.180696825055969	0	1.25876135428387	3.29680878060752	0.502256173284763	0.280899705119963	0	0.377773588670545	0.957888089795999	9.26259666190993
TCGA-E2-A14N	0.329516775777992	0.352234827262357	0.21678790037209	0	0.151608915551827	0.162427895036688	3.14348910606595	0.151074053940667	2.20807442991169	0	0.550123364549724	0.834985559747075	6.71521390391926
TCGA-E2-A14R	0.4886674359597	0.383887938560122	0.354017544024563	0	0.000592412603064586	0.982845468379193	2.26540298690345	0.701904112016593	1.76038803884776	0	0.35023367145295	0.943750252466488	6.93770593729444
TCGA-E2-A14X	1.07281817707489	0.866058075044582	0.486437162771133	0.0715151847367826	0	0.0547784731719375	2.98443817356634	1.52561084555369	0.788495689039534	0	0.302732961762827	0.971651660115428	7.8501517809589
TCGA-E2-A14Y	0.623965985156016	0.594341598244257	0.420071350757838	0	0	0.0669132389851787	2.20192927939841	0.507884153296259	3.00972214960498	0	0.237598142203182	1.0107543354061	7.42482775544295
TCGA-E2-A150	0.814115037117929	1.37432766200237	0.785547998906442	0	0	0.384932978209994	3.62024562272858	0	1.42712556931405	0	0.557817886660958	0.831108715011386	8.40629486827936
TCGA-E2-A158	0.211727412724091	0.364626419096196	0.125888749963421	0	0	0	4.71049933009504	0.164977229218556	0.875285442649202	0	0.412688073053635	0.948939443320513	6.45300458374651
TCGA-E2-A159	0.484271368496868	1.76895099255276	0.186973750215792	0	0.0265542385059565	1.19275957653764	1.79350089323456	0.758160815040297	1.41250757762061	0	0.355895926536108	0.955115486313487	7.62367921220448
TCGA-E2-A1AZ	0.954182282101098	2.77955510462537	0.516218522262341	0.0397127385905012	0.0985655150484785	0.243098984042182	2.10984525036822	0.0655595408434653	1.20680997159647	0	0.446316118406117	0.936484442140166	8.01354790947812
TCGA-E2-A1B6	0.400370571631223	0.366667917526213	0.430021941641053	1.58847813062467	1.09784130024893	0.478837186652564	1.21165137642731	0.304674517530555	0.717385207560784	0	0.439544407746104	0.900793948363997	6.5959281498433
